file_id,window,rms,mean,std,peak,peak_to_peak,skewness,kurtosis,crest_factor,dominant_frequency_hz,spectral_centroid_hz,spectral_bandwidth_hz,spectral_energy,label
97,0,0.07408178260912789,0.011622154307692308,0.0731644452161996,0.27286892307692306,0.5202867692307692,-0.08584997891057213,-0.13040061392983615,3.6833471531947435,1036.0,1118.0487931027185,1093.974644646176,385418.5952238864,normal
97,1,0.07276237214851185,0.011355474307692306,0.07187082860191521,0.2492953846153846,0.4967132307692308,-0.09855632328166637,-0.19801446595842487,3.426158016214199,1036.0,1120.983740217325,1090.2168684954734,371909.95296438766,normal
97,2,0.07333700625986242,0.011941214153846153,0.07235830216147339,0.2482523076923077,0.4864910769230769,-0.0729545821320006,-0.26899751186204846,3.3850891978416766,1036.0,1131.2055684227562,1113.355136140116,376972.1223472257,normal
97,3,0.07398561808805625,0.011265630615384615,0.07312289142744167,0.28663753846153844,0.5348898461538462,-0.09273481070031597,-0.2510968392437145,3.8742332073294032,1036.0,1125.1226525200827,1106.612407136054,384980.92205597454,normal
97,4,0.07319341399928883,0.010432977076923077,0.07244604090068475,0.28663753846153844,0.5182006153846154,-0.10470668506803697,-0.2704051256693858,3.916165714914234,1036.0,1126.5325877862924,1110.4385623622165,377886.87684196694,normal
97,5,0.07254804290725295,0.011797426000000001,0.07158239496864532,0.2526332307692308,0.49274953846153846,-0.05668042078744437,-0.26619411071078103,3.482288710285442,1036.0,1137.0288063693547,1128.5215722762844,368930.8288598893,normal
97,6,0.0733229099538678,0.013107652307692308,0.07214179492557456,0.25367630769230765,0.49379261538461533,-0.008049865653415993,-0.1703184214516278,3.459714130984598,1036.0,1144.036578082535,1119.8074886172128,374719.5775066422,normal
97,7,0.07379592018595303,0.013037957384615384,0.07263504321832887,0.31125415384615385,0.5330123076923077,0.01047999891481608,-0.1172687384500617,4.217769126827701,1036.0,1138.0435805688112,1111.2715678371446,379861.16426334897,normal
97,8,0.07317041700802927,0.013090545846153847,0.07198991272795546,0.31125415384615385,0.5346812307692308,0.03758335541427453,-0.12351659374270652,4.253825064465585,1036.0,1124.807366666015,1106.7705072563047,373143.42257879203,normal
97,9,0.07233925816884915,0.012930989846153847,0.07117413697417113,0.27140861538461536,0.535932923076923,0.030204408112807474,-0.1518031097472261,3.7518855218436538,1036.0,1145.4439285411831,1098.7500834801256,364734.55993828614,normal
97,10,0.07255500099798862,0.012202643999999999,0.07152149082078332,0.26452430769230767,0.5015113846153846,-0.012191538825384875,-0.17402124840625488,3.6458452767389646,1036.0,1154.6453709183254,1107.9878453212975,368303.30387555406,normal
97,11,0.07234100714261553,0.012014020923076922,0.07133641857892659,0.2369870769230769,0.46729846153846155,-0.023494942394165295,-0.2050122451255647,3.275971489529756,1036.0,1151.6694013567358,1105.178138858721,366399.69271880906,normal
97,12,0.07151216977567454,0.012171525538461538,0.07046874762681311,0.24616615384615384,0.49212369230769226,-0.043239700322298104,-0.23504244920089779,3.4422973686625475,1036.0,1142.0181011479986,1098.452245719317,357540.7962807219,normal
97,13,0.07251642167709708,0.013010089846153846,0.07133981339368334,0.24616615384615384,0.49212369230769226,-0.03771351223606324,-0.3076991221410257,3.3946263226043967,1036.0,1133.0044779474106,1107.81290113617,366434.56758513936,normal
97,14,0.07420304568538647,0.013086529999999999,0.07303995291309168,0.2628553846153846,0.48857723076923076,-0.01991991985362311,-0.35918701520784646,3.5423799951536394,1036.0,1116.7665982174522,1100.531542637442,384108.0999592142,normal
97,15,0.07345311207236851,0.012973738615384613,0.07229828337834589,0.2641070769230769,0.48044123076923073,-0.019389377959745584,-0.3200277898952204,3.595587300138755,1036.0,1123.5858245933644,1118.855827276405,376347.00830900756,normal
97,16,0.07126140512660105,0.013113789076923076,0.07004438875929701,0.2641070769230769,0.48044123076923073,-0.026694782789983825,-0.31548709763591365,3.7061727375971825,1036.0,1141.807814645982,1128.3613930703311,353247.5819970131,normal
97,17,0.07083987956386209,0.012187884461538461,0.06978355113473858,0.23761292307692305,0.45040061538461534,-0.022680657046692917,-0.30380876395400414,3.3542253959186255,1036.0,1125.9107226099684,1109.805060461626,350621.5691555608,normal
97,18,0.07248653701791728,0.011767663538461539,0.07152496168258642,0.24866953846153847,0.4839876923076923,-0.022541142696253725,-0.17460032463654285,3.430561711067424,1036.0,1115.0479729638332,1108.3825457543028,368339.05178331153,normal
97,19,0.07306171809377403,0.012699635384615384,0.07194952336125605,0.24866953846153847,0.4839876923076923,-0.03623667740928525,-0.14101877133712293,3.4035544872127623,1036.0,1110.4562036606164,1086.1211192967137,372724.8417833458,normal
97,20,0.07330325680687376,0.01385734646153846,0.07198153518465254,0.24595753846153845,0.47439138461538455,-0.03402166224956261,-0.28616886831720567,3.355342575153832,1036.0,1104.2275530714871,1078.8961133254481,373056.58164582367,normal
97,21,0.07456446621316072,0.013798864615384614,0.07327653756134955,0.24595753846153845,0.45728492307692303,-0.04049744778774486,-0.4167084839317079,3.298589139743974,1036.0,1095.7685856275768,1078.7728087241553,386600.4689150846,normal
97,22,0.07503199020403443,0.013555723384615383,0.07379730291479568,0.2561796923076923,0.5069353846153846,-0.05810474290583567,-0.40205358348030096,3.414272920271247,1036.0,1109.2088514819186,1109.8375961209113,392115.02048734366,normal
97,23,0.07588715071208108,0.01382845323076923,0.07461657674030975,0.26535876923076923,0.5161144615384615,-0.07208575808783439,-0.34270450390878615,3.496754941262074,1036.0,1092.0742424305047,1077.1062368054763,400869.61389225133,normal
97,24,0.07602738784616685,0.013669210153846152,0.07478847769865,0.26535876923076923,0.500676923076923,-0.062482099802874336,-0.3080027994926393,3.4903049644122173,1036.0,1089.034513947403,1080.750232147624,402718.7806723525,normal
97,25,0.07493929339367175,0.012935892307692303,0.07381436435102996,0.24574892307692306,0.4733483076923076,-0.037771186767555594,-0.2013889968980509,3.2793066487290274,1036.0,1101.765726926331,1103.3156939419252,392296.34883846936,normal
97,26,0.07495519372346413,0.011929844615384615,0.07399972887500882,0.25847446153846154,0.4892030769230769,-0.04447429558906942,-0.1405858943147722,3.448386278502115,1036.0,1096.2694910493747,1075.6402769243857,394269.11089747347,normal
97,27,0.07505573109681528,0.012038185538461537,0.07408403916781954,0.25847446153846154,0.4892030769230769,-0.04832669632062652,-0.20267260792972852,3.4437671549032314,1036.0,1098.1212138134583,1070.473711081536,395168.0299672991,normal
97,28,0.07435476543128615,0.01260389830769231,0.07327873422617873,0.25951753846153847,0.5031803076923077,-0.049690960289336214,-0.18698695365659557,3.4902610068936033,1036.0,1114.8685472528507,1081.1148043029737,386623.64849756163,normal
97,29,0.07359107429094403,0.010569463692307693,0.07282810345294069,0.27328615384615385,0.513611076923077,-0.09668273502830792,-0.14111797673591964,3.7135774477990453,1036.0,1109.9426160644264,1073.7110025884083,381883.15098689403,normal
97,30,0.07436039597080245,0.009594482307692307,0.0737388255817918,0.27328615384615385,0.5317606153846154,-0.09554118642018208,-0.17907530556757578,3.675157323711125,1036.0,1116.3199197226877,1080.2226085204677,391493.8366873979,normal
97,31,0.07488615611232637,0.01121420692307692,0.07404173107353805,0.25847446153846154,0.48982892307692305,-0.06422062607270454,-0.2524266798076904,3.4515653487509725,1036.0,1107.9147097763282,1089.9671364637106,394716.8118710641,normal
97,32,0.07549801082782506,0.01309576123076923,0.07435355187713007,0.25972615384615383,0.4906633846153846,-0.033043483016489995,-0.32297276668382224,3.4401721449120726,1036.0,1099.14470006967,1086.2264937714033,398048.4487361771,normal
97,33,0.07672772253248873,0.014149251538461539,0.07541181661996961,0.25972615384615383,0.48190153846153844,0.0026413512261099347,-0.3372120213183827,3.385036663067619,1036.0,1095.7219299620097,1088.5139702275994,409459.83039126405,normal
97,34,0.07551124213359234,0.01418553323076923,0.07416682772990062,0.24866953846153847,0.47084492307692305,0.019715272167420732,-0.27644978089170946,3.2931459135793237,1036.0,1103.2877135362764,1097.499786859911,396051.7202964714,normal
97,35,0.07401918797113217,0.013993589692307691,0.07268438371087106,0.2605606153846154,0.4816929230769231,0.037279514911331864,-0.2166138944738547,3.520176626177461,1036.0,1113.753634480084,1093.190851588238,380377.4140094307,normal
97,36,0.07374548807810269,0.013653616153846153,0.07247051661055699,0.2605606153846154,0.4919150769230769,0.013572768866117274,-0.18070760440203593,3.5332414521232773,1036.0,1129.1890045104258,1103.0674192051215,378142.2566379628,normal
